n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n348,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n359,n360,n361,n362,n363,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n380,n381,n382,n383,n384,n385,n386,n387,n388,n389,1
119.86364,119.92208,119.922165,119.8717,119.9222,119.893845,119.917046,119.92342,119.88573,119.92184,119.92342,119.91981,119.92222,119.91931,119.92409,119.92402,119.91601,119.92826,119.9236,119.92826,119.89864,119.92399,119.92788,119.9337,119.86197,119.92676,119.932884,119.927025,119.92735,119.92473,119.930534,119.92888,119.92206,119.946075,119.92088,119.928085,119.963615,119.92464,119.963615,119.93937,119.928085,119.945526,119.9662,119.99343,119.98546,119.996666,119.922874,119.92635,119.94504,119.87523,119.88154,119.89222,119.89924,119.90704,119.92193,119.922356,119.92261,119.92127,119.920395,119.90156,119.91909,119.92123,119.92485,119.926506,119.92246,119.92295,119.92469,119.92609,119.92366,119.925026,119.925316,119.91775,119.91985,119.92329,119.93115,119.91122,119.92465,119.92572,119.9266,119.92724,119.93169,119.92925,119.93725,119.925316,119.926186,119.927185,119.936035,119.945526,119.93115,119.99067,119.98801,119.96803,120.0
119.88909,119.9264,119.92643,119.88685,119.92475,119.90349,119.92336,119.92558,119.89741,119.926315,119.92554,119.92342,119.92424,119.92321,119.92778,119.927505,119.91807,119.93078,119.9276,119.930725,119.901436,119.92818,119.92999,119.93629,119.866684,119.9284,119.93507,119.928566,119.93085,119.92871,119.93267,119.932205,119.92379,119.947914,119.92243,119.931496,119.96483,119.925766,119.96483,119.94022,119.931496,119.946396,119.966805,119.99357,119.985756,119.99674,119.92697,119.929924,119.947044,119.896385,119.90042,119.907295,119.91184,119.916916,119.92635,119.92652,119.92672,119.92413,119.923706,119.909386,119.924706,119.926186,119.92704,119.92884,119.92674,119.92708,119.92682,119.92823,119.92543,119.92672,119.928955,119.919716,119.92188,119.927315,119.93345,119.913315,119.928696,119.92954,119.93022,119.92901,119.93453,119.932434,119.9384,119.92922,119.92991,119.930725,119.938614,119.94745,119.932236,119.99084,119.98823,119.969086,120.0
119.896645,119.92732,119.92736,119.87217,119.92652,119.8951,119.92457,119.92825,119.88637,119.92724,119.92838,119.923584,119.92801,119.92309,119.928604,119.928375,119.92461,119.93255,119.92847,119.932594,119.91499,119.92895,119.93245,119.9375,119.89364,119.93207,119.936874,119.93276,119.9316,119.92945,119.93479,119.93294,119.929245,119.949005,119.92885,119.9322,119.965576,119.9317,119.965576,119.94459,119.9322,119.94995,119.96883,119.99377,119.98624,119.99683,119.92785,119.93073,119.94807,119.90245,119.9057,119.91127,119.91497,119.91913,119.92728,119.92745,119.92763,119.92511,119.924194,119.90364,119.92567,119.927086,119.929504,119.93096,119.92765,119.927956,119.929504,119.93076,119.92918,119.93045,119.92975,119.92576,119.92736,119.9282,119.93527,119.9228,119.929436,119.93025,119.93095,119.93216,119.93559,119.93332,119.94226,119.92987,119.930504,119.93137,119.93955,119.9485,119.937416,119.991135,119.98864,119.96979,120.0
119.932365,119.9507,119.95071,119.90798,119.95051,119.926186,119.94908,119.95198,119.919586,119.950676,119.952225,119.948074,119.95219,119.94765,119.951675,119.951546,119.95075,119.95479,119.95153,119.95492,119.94573,119.95206,119.9549,119.95799,119.93421,119.95479,119.957886,119.95542,119.95379,119.95228,119.95651,119.95473,119.95367,119.96584,119.95352,119.954216,119.97679,119.95525,119.97679,119.963104,119.9542,119.96662,119.979,119.99576,119.99063,119.99784,119.95109,119.95314,119.965126,119.93567,119.937584,119.94087,119.94307,119.94553,119.95069,119.95076,119.95091,119.94948,119.948616,119.93271,119.950096,119.951004,119.95281,119.953835,119.951,119.95123,119.952965,119.953835,119.95292,119.953705,119.952446,119.9516,119.95266,119.95134,119.95678,119.95012,119.95238,119.95293,119.95337,119.954796,119.95662,119.954994,119.96166,119.9525,119.95297,119.9536,119.95928,119.96546,119.958626,119.993965,119.99225,119.979675,120.0
119.92431,119.94075,119.940765,119.87319,119.940704,119.901245,119.93911,119.94327,119.89058,119.94073,119.94392,119.93616,119.94395,119.93539,119.94163,119.941315,119.943184,119.94597,119.941696,119.94645,119.939514,119.941795,119.946556,119.949524,119.930466,119.9466,119.94976,119.94764,119.94397,119.942024,119.948235,119.944984,119.94613,119.95895,119.94612,119.944244,119.9724,119.94799,119.9724,119.95703,119.94423,119.96089,119.97535,119.994995,119.988976,119.99747,119.94111,119.943436,119.95798,119.927185,119.92884,119.93169,119.93363,119.93593,119.94073,119.94081,119.94093,119.93853,119.93713,119.91151,119.93968,119.94055,119.94416,119.94523,119.94108,119.941345,119.94468,119.94552,119.94474,119.945564,119.94262,119.94397,119.94496,119.94142,119.94852,119.94323,119.942184,119.94286,119.94341,119.946556,119.94781,119.945755,119.95492,119.94225,119.94276,119.94353,119.95058,119.958435,119.95195,119.99289,119.99088,119.975395,120.0
119.912094,119.92761,119.92762,119.85506,119.92942,119.8842,119.92574,119.93158,119.87256,119.92761,119.93213,119.92413,119.93213,119.922966,119.92906,119.928986,119.931015,119.93455,119.9288,119.93509,119.92685,119.92923,119.93517,119.93878,119.916374,119.93519,119.939156,119.936295,119.93196,119.92956,119.9373,119.93331,119.9345,119.950325,119.9345,119.93247,119.96636,119.93669,119.96636,119.9472,119.93246,119.95212,119.96996,119.99385,119.98649,119.99687,119.92815,119.9312,119.94904,119.91459,119.916046,119.91854,119.920265,119.92222,119.92761,119.9277,119.92791,119.92745,119.92554,119.895706,119.926674,119.92784,119.93247,119.93364,119.928,119.9283,119.932915,119.93382,119.93307,119.93401,119.93021,119.93189,119.93309,119.9285,119.93761,119.931145,119.92969,119.93051,119.931244,119.935165,119.93665,119.934105,119.9451,119.92997,119.930664,119.93158,119.940254,119.94963,119.94096,119.991264,119.98881,119.970215,120.0
119.90038,119.91112,119.911125,119.81624,119.912224,119.85459,119.90888,119.9165,119.83942,119.91112,119.9183,119.90522,119.918785,119.904045,119.91268,119.912506,119.9187,119.9199,119.91244,119.92096,119.91693,119.911995,119.921425,119.92482,119.91081,119.92187,119.9256,119.923935,119.91564,119.912415,119.9235,119.91705,119.92257,119.93888,119.92271,119.91567,119.95878,119.92503,119.95878,119.93712,119.915665,119.94273,119.96383,119.99254,119.983665,119.99621,119.911705,119.91505,119.93729,119.90178,119.902664,119.90421,119.9053,119.90668,119.91112,119.911194,119.91141,119.908936,119.90668,119.86946,119.90911,119.90998,119.917595,119.919106,119.911575,119.91193,119.919106,119.92008,119.91965,119.92057,119.913956,119.9196,119.92087,119.9121,119.92386,119.92018,119.91265,119.91377,119.91472,119.92152,119.92208,119.91883,119.93399,119.91287,119.91366,119.91465,119.925766,119.93803,119.93026,119.98941,119.98644,119.963486,120.0
119.915276,119.925575,119.9256,119.87157,119.927895,119.89401,119.92324,119.93021,119.885315,119.92554,119.93103,119.92364,119.931145,119.92286,119.92747,119.927536,119.93088,119.93296,119.926735,119.93353,119.928734,119.926094,119.93365,119.937004,119.922356,119.93382,119.93737,119.93529,119.92932,119.92654,119.935524,119.93046,119.934105,119.94849,119.93417,119.92928,119.96504,119.93615,119.96504,119.94565,119.929276,119.950615,119.968575,119.99351,119.98573,119.996704,119.926186,119.92897,119.94713,119.91655,119.91734,119.9187,119.919655,119.92093,119.925545,119.92566,119.925896,119.926,119.9246,119.90269,119.92364,119.924446,119.93092,119.93213,119.92592,119.926216,119.93164,119.932434,119.93188,119.93273,119.92827,119.93167,119.932846,119.92649,119.93591,119.93179,119.92662,119.92759,119.928444,119.93365,119.93475,119.93208,119.943535,119.926865,119.92746,119.92838,119.937386,119.94775,119.9401,119.99073,119.988106,119.96911,120.0
119.90586,119.9135,119.91352,119.863304,119.91503,119.88247,119.91168,119.91834,119.87483,119.913506,119.9195,119.91089,119.91957,119.91039,119.915695,119.91576,119.918915,119.922134,119.91485,119.92291,119.91589,119.91446,119.92314,119.92676,119.906784,119.923325,119.92725,119.92504,119.918045,119.914734,119.92521,119.91932,119.923416,119.93993,119.92358,119.917915,119.959274,119.92646,119.959274,119.939156,119.9179,119.94416,119.96466,119.9926,119.983894,119.99623,119.914185,119.917534,119.938484,119.9068,119.90738,119.90843,119.909195,119.91021,119.9135,119.913605,119.91383,119.912636,119.91154,119.890816,119.91191,119.912735,119.91974,119.92119,119.9139,119.9142,119.92037,119.92148,119.92069,119.92178,119.91663,119.92007,119.92164,119.91454,119.92561,119.92023,119.91511,119.9162,119.917175,119.9232,119.9242,119.921165,119.93535,119.91509,119.91584,119.91684,119.92766,119.93915,119.93209,119.989525,119.986595,119.96399,120.0
119.90381,119.91005,119.91006,119.88046,119.911156,119.89232,119.90857,119.9129,119.88777,119.910126,119.913284,119.90912,119.91329,119.90891,119.91227,119.912445,119.91222,119.917366,119.911354,119.91755,119.90801,119.91081,119.917534,119.922516,119.89733,119.91745,119.92223,119.918495,119.91417,119.91128,119.91986,119.9154,119.916306,119.93623,119.916245,119.914055,119.95664,119.91829,119.95664,119.93078,119.91404,119.937416,119.96061,119.992035,119.98254,119.99594,119.91073,119.91378,119.93483,119.90438,119.90479,119.90555,119.906105,119.90688,119.91009,119.91006,119.910324,119.909935,119.90942,119.89727,119.9087,119.90925,119.91391,119.91564,119.910515,119.91081,119.91438,119.91563,119.914536,119.915794,119.91303,119.91328,119.914764,119.91104,119.92045,119.91264,119.91138,119.91238,119.91328,119.917465,119.92007,119.917145,119.92859,119.9117,119.91235,119.91319,119.92364,119.93547,119.9235,119.9887,119.98554,119.96145,120.0
119.88,119.8903,119.89035,119.86343,119.89858,119.87699,119.88642,119.90113,119.87198,119.89027,119.901985,119.894905,119.90204,119.89437,119.89497,119.89711,119.90162,119.90429,119.89228,119.90534,119.89838,119.88951,119.90568,119.90911,119.889206,119.90591,119.91038,119.907875,119.89609,119.88984,119.907974,119.89739,119.90592,119.92568,119.90592,119.89492,119.94961,119.90819,119.94961,119.92125,119.89485,119.92851,119.95509,119.990845,119.97994,119.99534,119.89148,119.89597,119.92343,119.88064,119.881065,119.88184,119.882484,119.88356,119.890274,119.89057,119.89095,119.89674,119.8956,119.882095,119.886475,119.8873,119.90202,119.90362,119.890884,119.89137,119.90293,119.904045,119.90307,119.904274,119.89546,119.90268,119.90412,119.8919,119.90844,119.9026,119.890656,119.89271,119.894455,119.90572,119.905426,119.90103,119.91884,119.890366,119.89163,119.893295,119.9083,119.92447,119.913246,119.98704,119.98341,119.9553,120.0
119.87004,119.87854,119.87858,119.84798,119.88005,119.860306,119.87498,119.88147,119.85568,119.87851,119.88155,119.87839,119.881454,119.87819,119.881935,119.88222,119.87829,119.88805,119.88036,119.88811,119.87014,119.8781,119.88783,119.89524,119.850685,119.88744,119.89452,119.88862,119.88394,119.87841,119.89125,119.88552,119.88438,119.91383,119.884155,119.883484,119.9414,119.88728,119.9414,119.90584,119.88346,119.91501,119.94658,119.98905,119.97601,119.99443,119.87958,119.883644,119.911865,119.870575,119.87094,119.87164,119.87216,119.87296,119.87852,119.878746,119.879074,119.87922,119.87866,119.86554,119.8752,119.876144,119.88312,119.88553,119.87917,119.879684,119.882996,119.884895,119.883125,119.88494,119.88282,119.87963,119.88174,119.87998,119.89211,119.87806,119.87899,119.880745,119.88235,119.88755,119.89203,119.88821,119.902916,119.878876,119.88002,119.881744,119.89677,119.91276,119.89495,119.98437,119.97997,119.94794,120.0
119.87941,119.88395,119.88395,119.84073,119.88124,119.8558,119.88264,119.8828,119.848854,119.88401,119.88294,119.879814,119.882904,119.879654,119.88553,119.88545,119.88046,119.89085,119.88537,119.89083,119.8715,119.88537,119.89046,119.89901,119.85072,119.889885,119.897415,119.89103,119.88931,119.885704,119.89405,119.89136,119.88676,119.91753,119.88638,119.88991,119.943825,119.88959,119.943825,119.90877,119.88991,119.91776,119.948074,119.98958,119.977005,119.994705,119.88463,119.888374,119.91609,119.87979,119.88008,119.88059,119.880936,119.881615,119.883965,119.88397,119.88426,119.88063,119.88003,119.862724,119.882774,119.883675,119.88467,119.88738,119.88443,119.88476,119.88488,119.88718,119.884926,119.88709,119.887024,119.88196,119.8843,119.885025,119.8949,119.87988,119.885956,119.88707,119.888084,119.89005,119.896034,119.89248,119.905594,119.886116,119.88718,119.88849,119.90241,119.91677,119.898186,119.985115,119.98091,119.951,120.0
119.87068,119.8761,119.8761,119.848236,119.8795,119.857475,119.87407,119.88046,119.85275,119.87615,119.88052,119.87737,119.88006,119.876915,119.87963,119.88038,119.87659,119.886604,119.877846,119.88669,119.866165,119.876236,119.886635,119.8936,119.841255,119.88639,119.89318,119.887764,119.88166,119.87649,119.889885,119.88329,119.88399,119.91281,119.88388,119.881035,119.94067,119.88843,119.94067,119.9075,119.88099,119.91539,119.94664,119.98905,119.9758,119.99442,119.87712,119.88127,119.91073,119.87098,119.8712,119.871574,119.87188,119.87264,119.8761,119.87622,119.87667,119.878654,119.877914,119.86309,119.8741,119.87458,119.88218,119.88409,119.87663,119.877,119.882095,119.8839,119.881584,119.88359,119.88047,119.87872,119.88136,119.877495,119.8907,119.87607,119.87712,119.87875,119.88023,119.886475,119.89003,119.88581,119.90253,119.87704,119.878105,119.879486,119.89519,119.911674,119.89672,119.98443,119.97998,119.94748,120.0
119.87505,119.879326,119.879326,119.85696,119.879974,119.86381,119.877975,119.8812,119.86007,119.87947,119.88123,119.87877,119.87975,119.87867,119.88227,119.88242,119.87294,119.88752,119.88101,119.88752,119.85685,119.879875,119.88701,119.89511,119.821526,119.885864,119.89401,119.886536,119.884766,119.87998,119.890625,119.886345,119.88028,119.913635,119.87905,119.88456,119.9413,119.88291,119.9413,119.90412,119.88454,119.91348,119.945946,119.989204,119.97623,119.994514,119.88021,119.88424,119.911804,119.875305,119.8755,119.87589,119.87622,119.87666,119.87937,119.87939,119.87968,119.879295,119.87894,119.868095,119.87806,119.87865,119.88283,119.88481,119.88002,119.88044,119.88276,119.8845,119.88131,119.88332,119.883286,119.874825,119.877625,119.88063,119.89156,119.86936,119.880684,119.882225,119.883575,119.88626,119.89204,119.88841,119.90122,119.8804,119.88158,119.883064,119.89681,119.912636,119.891815,119.98464,119.98033,119.94826,120.0
119.870255,119.87376,119.87374,119.86288,119.8725,119.86592,119.87233,119.872536,119.86435,119.873856,119.871864,119.8727,119.869576,119.87284,119.8764,119.87642,119.85969,119.88039,119.87535,119.88009,119.83902,119.87435,119.878815,119.88894,119.79556,119.87622,119.886604,119.87641,119.878944,119.874535,119.8829,119.88068,119.86829,119.90826,119.86634,119.87909,119.937805,119.87064,119.937805,119.89573,119.87908,119.906166,119.94137,119.98837,119.97422,119.99411,119.87462,119.878395,119.906586,119.87044,119.870605,119.87094,119.8712,119.87173,119.87377,119.873764,119.8741,119.87251,119.8726,119.867966,119.872314,119.87306,119.87457,119.87708,119.87428,119.874626,119.87376,119.87591,119.871475,119.87351,119.87751,119.86159,119.86493,119.87504,119.88417,119.85437,119.87503,119.87645,119.87765,119.87739,119.88592,119.88233,119.89275,119.87504,119.876114,119.87759,119.890976,119.90735,119.88219,119.983345,119.9787,119.94501,120.0
119.85328,119.85888,119.858925,119.849335,119.86047,119.85246,119.85622,119.86142,119.85053,119.85892,119.86142,119.86012,119.860916,119.86017,119.86275,119.863464,119.85632,119.869225,119.860886,119.869225,119.84316,119.85921,119.86881,119.877846,119.81389,119.86807,119.87663,119.86912,119.86498,119.85971,119.8727,119.86683,119.86354,119.899315,119.86274,119.864365,119.93093,119.86639,119.93093,119.88725,119.86431,119.89826,119.93564,119.98713,119.97157,119.99343,119.85997,119.864555,119.89754,119.85349,119.85367,119.854034,119.85435,119.85482,119.85888,119.85905,119.859375,119.8601,119.8601,119.85468,119.85633,119.85704,119.86299,119.865715,119.85955,119.86003,119.86324,119.86554,119.862816,119.86507,119.863594,119.85812,119.86079,119.86047,119.873825,119.85418,119.86017,119.86185,119.86332,119.86834,119.8741,119.86966,119.88467,119.86015,119.86108,119.86271,119.88019,119.89835,119.875114,119.98163,119.97642,119.94013,120.0
119.84623,119.849686,119.849686,119.84428,119.84834,119.84599,119.84854,119.84866,119.8452,119.849846,119.84813,119.84917,119.84496,119.8496,119.85247,119.8528,119.834305,119.85799,119.851425,119.857735,119.80829,119.84955,119.856255,119.86791,119.75364,119.853226,119.86566,119.853546,119.85523,119.84962,119.861,119.8571,119.84412,119.89054,119.84194,119.85448,119.92549,119.8473,119.92549,119.873566,119.85437,119.886,119.929016,119.9862,119.969536,119.99298,119.85044,119.85481,119.888664,119.84633,119.84644,119.84664,119.846855,119.84745,119.849754,119.84976,119.85006,119.84831,119.848694,119.84701,119.84856,119.84869,119.85087,119.85413,119.850395,119.85082,119.8504,119.85285,119.847244,119.849785,119.853676,119.836784,119.84023,119.85093,119.86261,119.82727,119.8504,119.85208,119.85354,119.85456,119.864235,119.85987,119.87097,119.85001,119.851166,119.85286,119.87036,119.88953,119.85891,119.9804,119.974884,119.93351,120.0
119.84775,119.85327,119.85328,119.85346,119.85858,119.855034,119.85023,119.85954,119.85391,119.853355,119.85954,119.85854,119.85881,119.858635,119.858734,119.86065,119.853836,119.86668,119.85557,119.866684,119.83746,119.85306,119.8662,119.87465,119.80175,119.86534,119.8739,119.86638,119.86014,119.85328,119.869965,119.86184,119.86096,119.89636,119.86041,119.85865,119.92903,119.865166,119.92903,119.88641,119.85855,119.89653,119.934364,119.98675,119.970894,119.99324,119.85466,119.85994,119.89407,119.84786,119.847984,119.84819,119.848404,119.84909,119.85329,119.85339,119.85403,119.85844,119.85844,119.856064,119.85026,119.85082,119.86112,119.86355,119.854095,119.85467,119.861115,119.86317,119.86044,119.862526,119.8593,119.85567,119.858025,119.8551,119.87118,119.850426,119.85428,119.85642,119.85832,119.865585,119.870544,119.865685,119.88234,119.85373,119.85472,119.856705,119.87594,119.89511,119.874596,119.98114,119.97578,119.937096,120.0
119.84588,119.84985,119.84985,119.84606,119.85489,119.847946,119.84886,119.85562,119.84661,119.85036,119.85549,119.85443,119.85464,119.854454,119.855484,119.856995,119.848724,119.86315,119.85259,119.86317,119.8329,119.85268,119.86282,119.8717,119.79778,119.8621,119.87109,119.86322,119.85812,119.852806,119.86725,119.86033,119.857056,119.89401,119.856476,119.85846,119.92694,119.86143,119.92694,119.8852,119.85841,119.89592,119.93386,119.986465,119.97019,119.993065,119.85156,119.857346,119.891884,119.84596,119.846054,119.84628,119.84648,119.84688,119.85001,119.8499,119.8505,119.854454,119.85443,119.84972,119.84954,119.850945,119.85767,119.86004,119.85111,119.8517,119.85719,119.859276,119.85673,119.85914,119.856316,119.85088,119.85369,119.8521,119.86809,119.84613,119.853516,119.85507,119.85663,119.86234,119.867584,119.86271,119.881386,119.8531,119.85447,119.8565,119.873085,119.89286,119.87082,119.98076,119.9753,119.936264,120.0
119.8189,119.82519,119.825195,119.81827,119.826836,119.8204,119.822296,119.82736,119.81893,119.82524,119.827194,119.82691,119.825745,119.82704,119.829865,119.83054,119.81828,119.83669,119.827484,119.836586,119.800285,119.82647,119.83582,119.847496,119.76197,119.834274,119.84556,119.835236,119.83299,119.82704,119.84075,119.83527,119.826744,119.87425,119.82486,119.832695,119.91385,119.828674,119.91385,119.85486,119.83261,119.87021,119.918686,119.98383,119.96407,119.99177,119.8264,119.8322,119.87187,119.81903,119.819145,119.8194,119.81964,119.82022,119.825195,119.82534,119.82573,119.82679,119.826805,119.82222,119.82231,119.823586,119.82889,119.8323,119.82586,119.82633,119.829384,119.831856,119.82772,119.83059,119.83103,119.82027,119.823326,119.826965,119.84217,119.81404,119.82748,119.82942,119.83127,119.83487,119.843056,119.83784,119.85406,119.827866,119.82918,119.83099,119.8511,119.87293,119.839325,119.97686,119.9703,119.92481,120.0
119.79965,119.80554,119.80554,119.8024,119.81097,119.80423,119.80308,119.81135,119.803246,119.805954,119.81126,119.81077,119.80821,119.810814,119.81209,119.81376,119.7977,119.821,119.80888,119.82097,119.77582,119.807785,119.819954,119.8327,119.72677,119.81764,119.83159,119.81857,119.81545,119.80804,119.82608,119.8183,119.80918,119.862175,119.80757,119.81569,119.904724,119.81317,119.904724,119.84445,119.81567,119.860565,119.91195,119.98174,119.95965,119.99068,119.807625,119.81451,119.85963,119.79972,119.79981,119.80001,119.80018,119.800545,119.805695,119.805664,119.80643,119.810745,119.81075,119.80603,119.80435,119.80571,119.8136,119.81703,119.80684,119.807526,119.813126,119.815765,119.81039,119.81336,119.81322,119.80035,119.80477,119.80825,119.827545,119.793564,119.80903,119.811264,119.81336,119.818535,119.82739,119.82114,119.8417,119.80876,119.81042,119.81296,119.83528,119.860825,119.8253,119.97379,119.96637,119.91731,120.0
119.76705,119.78003,119.78007,119.78668,119.795616,119.78878,119.771065,119.797386,119.78785,119.78003,119.79746,119.79455,119.79696,119.79455,119.791084,119.796585,119.79118,119.80638,119.78442,119.806755,119.77727,119.77741,119.80657,119.816666,119.74417,119.80612,119.81674,119.80782,119.791954,119.77826,119.81145,119.79443,119.80109,119.84892,119.80054,119.78938,119.896866,119.80548,119.896866,119.83661,119.78935,119.85196,119.90568,119.98054,119.95746,119.99011,119.78305,119.791954,119.845375,119.767105,119.76718,119.76735,119.7675,119.768166,119.78002,119.7804,119.78149,119.79464,119.794556,119.79034,119.771065,119.77252,119.79975,119.803085,119.78161,119.78284,119.79938,119.80206,119.79938,119.80224,119.791504,119.79328,119.79712,119.78375,119.81298,119.79043,119.77983,119.78411,119.78805,119.806335,119.80984,119.80173,119.83101,119.779655,119.78218,119.78579,119.816414,119.84704,119.81781,119.97217,119.964386,119.908516,120.0
119.85127,119.85658,119.85658,119.84376,119.85951,119.847404,119.85394,119.860535,119.84517,119.856674,119.86057,119.858665,119.860146,119.85865,119.86127,119.86189,119.855385,119.867836,119.85881,119.867836,119.844574,119.85661,119.86738,119.87623,119.819534,119.866684,119.875305,119.8678,119.8634,119.85687,119.871346,119.86538,119.86249,119.897675,119.862015,119.86289,119.93026,119.86571,119.93026,119.88715,119.86286,119.898315,119.936035,119.98706,119.97142,119.99342,119.85797,119.86292,119.89558,119.85133,119.85141,119.85153,119.85164,119.851944,119.85661,119.856705,119.85732,119.85878,119.8587,119.85061,119.85408,119.854706,119.86215,119.86461,119.857315,119.85782,119.86224,119.86427,119.8618,119.86388,119.86211,119.85724,119.85949,119.858376,119.87253,119.85434,119.857635,119.85977,119.86171,119.86688,119.87241,119.86789,119.88413,119.857574,119.85922,119.861015,119.87898,119.89651,119.87391,119.981606,119.97635,119.93782,120.0
119.82238,119.82445,119.824455,119.80013,119.82064,119.80517,119.823906,119.82199,119.80184,119.82463,119.8223,119.8201,119.822075,119.820175,119.82662,119.826614,119.817726,119.83336,119.82599,119.83325,119.80373,119.82598,119.832535,119.844864,119.77146,119.831535,119.84292,119.83301,119.8309,119.8261,119.83762,119.83282,119.82678,119.871635,119.82613,119.82989,119.912544,119.83075,119.912544,119.854546,119.829796,119.869286,119.918526,119.9842,119.965,119.99195,119.825096,119.82996,119.869385,119.822426,119.8225,119.82265,119.82282,119.82306,119.82446,119.82456,119.824745,119.82002,119.82004,119.809204,119.82403,119.82425,119.82367,119.82777,119.82503,119.82534,119.825066,119.828125,119.82481,119.8277,119.82829,119.82035,119.823524,119.82558,119.839226,119.81637,119.82684,119.82836,119.829735,119.83183,119.840706,119.835754,119.85217,119.826385,119.82709,119.82837,119.84805,119.87038,119.84089,119.97757,119.97119,119.92402,120.0
119.77328,119.784065,119.784096,119.767426,119.79149,119.77361,119.77695,119.793655,119.77012,119.78397,119.79424,119.78975,119.79416,119.789665,119.7914,119.79379,119.790955,119.80392,119.787346,119.80411,119.78208,119.78182,119.804054,119.815475,119.758736,119.803925,119.8148,119.80661,119.793365,119.78223,119.80913,119.79576,119.80067,119.84835,119.80048,119.79076,119.897095,119.80494,119.897095,119.83564,119.79069,119.8506,119.90487,119.98063,119.957146,119.99019,119.78603,119.79324,119.84487,119.7733,119.77336,119.77348,119.77362,119.77396,119.78398,119.78441,119.78506,119.7903,119.789894,119.77825,119.77695,119.77771,119.79633,119.799736,119.7852,119.786156,119.79658,119.7995,119.796616,119.799675,119.79243,119.79303,119.79682,119.78669,119.81073,119.792366,119.783775,119.787125,119.79016,119.80394,119.809105,119.80155,119.8295,119.78314,119.7852,119.787766,119.8172,119.84647,119.81641,119.97222,119.96441,119.90895,120.0
119.800705,119.80736,119.80736,119.80125,119.81742,119.80612,119.80393,119.8191,119.80397,119.80773,119.819176,119.81616,119.81911,119.81614,119.81594,119.81892,119.81585,119.827576,119.811264,119.82773,119.80838,119.80928,119.82751,119.83769,119.7896,119.827126,119.837074,119.82909,119.81831,119.809685,119.83248,119.821106,119.82341,119.86601,119.82307,119.81781,119.908066,119.82634,119.908066,119.85382,119.8177,119.86757,119.91608,119.98267,119.962036,119.99116,119.809685,119.817795,119.8632,119.800735,119.80077,119.80087,119.80101,119.80143,119.80744,119.80748,119.808395,119.8164,119.81622,119.80911,119.804085,119.806076,119.82124,119.82429,119.808945,119.8099,119.82118,119.82365,119.82131,119.82385,119.81681,119.81725,119.820175,119.81049,119.83354,119.816605,119.810745,119.81335,119.815735,119.82716,119.83206,119.82536,119.850136,119.81049,119.812386,119.81509,119.83949,119.86448,119.836975,119.975266,119.9684,119.919365,120.0
119.82048,119.82658,119.82659,119.79926,119.830666,119.80674,119.8234,119.83401,119.803116,119.826614,119.8354,119.827545,119.83538,119.82743,119.83182,119.83283,119.833084,119.84228,119.82909,119.84274,119.829094,119.827385,119.84275,119.85142,119.81558,119.8428,119.851295,119.84572,119.834526,119.82753,119.84725,119.836754,119.841576,119.87715,119.841576,119.83396,119.91625,119.845314,119.91625,119.87063,119.833885,119.88231,119.92522,119.98416,119.96543,119.99195,119.82798,119.83406,119.87458,119.82051,119.82056,119.820656,119.82078,119.821434,119.82658,119.82673,119.82725,119.82804,119.82772,119.81251,119.823524,119.825096,119.836266,119.83918,119.827354,119.82794,119.83724,119.83952,119.83723,119.839584,119.83298,119.83469,119.838036,119.828545,119.84805,119.83606,119.828575,119.830666,119.83247,119.84273,119.84644,119.84055,119.86588,119.827866,119.82908,119.83134,119.8524,119.87578,119.85579,119.97739,119.97116,119.9253,120.0
119.83213,119.83999,119.84003,119.811806,119.84626,119.823265,119.836525,119.84934,119.81769,119.840004,119.850586,119.8431,119.85059,119.84295,119.846306,119.84759,119.84834,119.85621,119.84247,119.85671,119.84237,119.841484,119.85672,119.86449,119.82696,119.85653,119.86496,119.85829,119.84865,119.84198,119.86104,119.85074,119.85409,119.88803,119.85396,119.84806,119.9233,119.85677,119.9233,119.87763,119.84797,119.889404,119.92966,119.98546,119.96795,119.99261,119.84149,119.84807,119.8856,119.83216,119.8322,119.83231,119.83244,119.83312,119.839966,119.84015,119.840645,119.84379,119.84336,119.82929,119.83756,119.83911,119.85082,119.85339,119.84072,119.84127,119.85208,119.854126,119.85225,119.854004,119.847206,119.84936,119.85133,119.842026,119.86189,119.84886,119.84271,119.84507,119.846954,119.85653,119.859856,119.85434,119.875374,119.84245,119.84364,119.84578,119.86536,119.8867,119.864426,119.979126,119.97321,119.93277,120.0
